x,y
35.02807337,47.96801129
23.26198669,49.1773696
27.61624409,51.58474481
39.12446372,48.24020208
35.7526886,48.30650424
36.04939614,60.85230712
25.96033088,54.89782244
16.18486606,56.60843357
23.41005367,55.63405173
28.65536966,55.13482277
29.23122284,57.61296869
31.14301657,52.71817036
33.53034684,58.37578609
23.14480045,57.25160226
18.84018277,55.15033008
33.57492604,48.66510608
41.76705132,56.25660116
27.50220213,52.18894305
28.85988393,47.83833076
17.53287063,56.33462322
26.07913917,58.98949165
20.68710283,51.50907559
34.83129419,51.15726147
31.40807021,59.88403451
32.30028633,52.76719933
33.93335388,64.83486829
28.55021811,58.4970895
31.45204853,43.99628827
30.05918461,49.35521282
32.7178793,54.0043122
34.65229844,63.5780818
31.48154733,54.02130973
30.4405802,43.01817546
21.89365034,53.08869863
35.36146833,47.03093656
30.12346252,50.61921394
38.02834761,54.7680925
28.47142243,53.65517115
32.14537254,51.37783147
38.53848776,55.18392328
33.94265084,43.68930878
18.64924762,55.01855917
22.39755874,57.85994303
24.11451485,55.25773698
35.10036731,56.77808986
36.68238113,51.82193298
29.47047924,54.36447573
35.96082523,58.46944285
24.90165752,44.78175142
37.53660534,55.79964955
39.18172068,55.78902674
29.44400247,57.83618696
30.71040377,69.11451327
30.13494903,48.22419638
30.56203406,43.90120916
37.35629687,61.44492557
24.5430708,55.14208898
36.49628112,59.67617951
32.41470708,49.85207856
33.98453932,50.55425394
35.85333886,64.78303947
23.91237482,49.5485256
28.03806478,47.58804895
28.15853034,60.64358527
30.20639594,52.39087677
28.6748209,62.6344178
29.92737524,52.61079113
29.70322516,54.65357759
29.59968153,49.6700852
24.88797428,46.44128911
22.90510566,53.80047779
23.1113127,52.70405001
35.4054939,54.04132726
32.17692165,51.12478138
21.46661869,56.76507252
41.33306298,54.3948088
28.34593008,54.96492359
38.80824942,55.62091582
27.61758025,54.40916645
26.88985504,48.17147894
33.57791886,48.40161203
32.39937947,48.56033438
33.04104077,51.53772077
30.16548782,54.88122996
30.25346986,53.59752799
36.39697588,55.72993334
24.64412705,48.32003412
25.38868133,50.06618475
26.73247807,51.89137991
23.59353356,50.06461573
32.85553574,44.5049465
31.92905368,54.19765462
30.36545949,53.97736181
20.97731065,52.35182979
29.4963735,55.18146343
25.77799947,43.94753101
37.89335555,53.51466369
25.16390739,51.95443932
33.15089143,64.06755363
14.73350534,46.26358286
29.07592991,58.04065245
24.08178174,50.39821453
22.65202405,46.13249054
30.2538075,50.68546712
28.37937364,58.24809457
29.33498243,59.27266617
17.68109822,61.5910161
31.23564804,41.21761298
30.48594987,55.16531752
39.41444288,54.58058288
37.00534563,46.79296552
24.43105052,42.50722219
37.28711374,51.41101903
31.32401652,50.07122142
24.82079108,45.39535259
26.65807401,50.53469954
17.95652276,48.45505407
32.86028304,51.92762236
25.12523892,53.65530676
27.23152829,53.97669883
31.25941543,52.87419571
31.25635571,52.16553776
27.64365422,57.92425307
22.66728457,54.9416619
28.37859536,54.09176189
29.86580035,56.29952163
21.49093849,64.4409701
29.09177238,51.55988768
31.03677125,45.0674
27.12502092,52.46710933
19.2972332,48.93438949
29.78466597,52.81858996
30.56672527,54.75848269
25.02633505,52.35090021
36.21324613,58.12609794
25.28988891,55.09294522
24.14863432,49.65517967
33.24097869,58.97386932
24.77182274,54.30247023
32.73557269,44.60069371
30.93204723,46.65871409
33.42935583,55.90123672
30.16778931,56.52722832
29.53341057,47.95219287
27.03696918,51.59533827
34.30828286,52.77622498
28.61279727,51.79864309
30.73444129,47.52783385
25.64769691,50.74515083
37.05652895,48.809312
33.43722097,51.13456624
29.99273972,49.46158823
23.78200293,58.67241686
38.54452501,49.80066818
28.53061171,58.8363243
28.95890025,58.90534702
21.94354278,63.73061148
30.15004796,53.77508378
32.67041049,52.17588755
22.95182138,47.10260253
29.68852879,48.57246149
30.84425408,55.41998573
41.01948361,61.49969048
38.79828923,53.51957574
25.82618518,56.00129091
28.45092677,64.78698396
26.9816808,54.32378292
32.69034179,44.66489406
32.83265077,56.13222435
26.35193239,48.28018203
23.2775749,53.80176043
24.93270157,65.93557319
39.32786517,62.67285901
27.51585378,62.63673046
35.67385357,62.85431158
29.94013961,45.54387245
38.38807451,49.20640461
32.81952789,44.37122948
29.33064683,55.77632549
38.93961032,50.26808777
37.42708272,45.62585553
24.16330791,56.19105184
38.26949019,58.72275847
28.79301156,57.87918747
33.84177146,51.66648093
27.90071715,42.58654855
32.21073889,57.55555251
41.8447198,47.55467223
29.4553664,54.21848315
22.38117733,55.37580048
36.2355144,62.69898686
28.15661992,57.57183264
36.74500023,51.11889838
30.89411847,54.69330199
30.72297709,49.03448524
31.72143613,54.99823675
27.09396744,57.6494472
26.94086113,48.33450477
30.85186914,55.1461736
21.09630972,53.45116094
23.76094847,52.01609628
21.33035869,35.04537746
26.16231318,46.99190889
23.39055712,58.42314839
30.55542612,54.85871318
40.02035598,63.85446543
34.58457606,48.69625933
30.31940199,51.76884464
36.06397022,49.82027045
30.96654156,56.2127187
30.54966318,50.50819054
21.90642298,43.77727581
25.72225653,49.35560108
25.39818343,45.60475087
35.41396955,56.60955188
30.45924391,49.03102241
30.26576114,47.52491041
32.89311565,57.8303978
31.58309828,61.34536188
31.21333787,50.50445909
23.96684388,58.10707685
23.92915581,50.35717193
31.69732552,41.20375951
23.23249692,52.86203608
33.05537463,36.53462136
25.41733293,48.47587345
24.77997551,56.2868386
25.74144247,65.13348151
27.50684244,61.73399262
30.78969662,59.98383569
30.77610769,66.55873034
26.55961549,63.43027371
28.55263572,58.42340482
30.55956393,61.75636425
39.58876893,63.48265583
33.06716512,47.81873453
24.13439114,59.28454169
33.63293959,53.12808921
30.26176526,53.38752269
26.94381036,50.111308
34.13254382,45.94925931
38.15026946,46.54460254
13.20094075,52.31752598
33.94697011,56.83227841
30.99587665,51.86549653
32.48161567,49.63076829
25.49264723,58.05606491
23.51757779,47.76455899
13.7840283,56.57309629
31.00239736,52.80358943
25.91657998,47.89733738
30.65351519,57.85642106
28.32693718,37.02587161
31.62349497,50.26457446
31.14429969,52.34317813
26.33084589,61.86100539
26.11286448,53.6806037
33.88547261,58.85287662
37.90726989,51.69003064
37.26372006,51.73994558
22.99206428,56.28607924
24.77976243,50.45972514
35.64188718,50.40886077
28.13432704,60.32756078
32.11398392,59.22412154
26.52309423,39.00055868
20.73008003,58.43304586
30.96579664,56.65688847
24.64856938,56.53203508
29.3751283,53.94043494
35.63271111,57.6773655
28.5165692,55.0344938
24.96662268,53.06673521
30.3529674,50.05656647
34.35324446,42.39723191
33.7051728,61.43026469
32.32936497,54.74506492
31.32292318,47.78508249
32.0037938,60.40605426
35.72202438,46.24388993
33.72564743,52.20187965
30.04735259,56.25329665
31.58471698,52.26370605
28.69733315,55.47223172
33.26356275,56.70737509
19.434785,59.22804855
35.43712844,52.62233142
21.43318826,50.62306523
22.74233635,46.63664972
24.07420564,53.77071256
32.2631147,50.75468587
34.52313299,56.04307626
21.98971819,56.36651825
26.46449015,43.00221365
32.33651772,47.91563117
24.52694458,51.28485605
31.67663686,55.01869081
25.62898296,54.28356456
27.99557944,56.30129583
33.10416309,45.93973238
38.7782011,60.78849971
25.80559454,53.78050558
24.8362639,56.77142699
27.34421872,52.81033683
18.63181186,27.41044723
12.12969629,30.94495213
22.70642783,26.79047957
29.28586862,26.35401189
12.94966406,31.03092135
22.85931784,23.20783895
22.31150611,30.17042374
19.54283287,20.45864191
23.66657516,26.12731419
15.09460965,29.69497046
23.35060358,25.51933974
18.20585404,25.65825719
13.73310697,31.19574428
27.36314625,29.55995819
14.67498795,38.17166987
16.43102778,24.10181493
15.90806903,29.8342463
16.71761131,21.88738845
14.24225372,28.23557255
18.4319152,27.06495885
24.73326558,12.84138213
20.42830976,23.53408325
26.74136801,32.64748982
19.38432999,28.01412246
24.22487942,21.94043549
20.43491724,35.27413706
26.58199714,25.88781871
19.00617009,32.77826526
24.69305821,32.61739186
12.30593263,17.95263543
19.28568163,24.00827732
28.00712464,32.29003973
17.67914878,24.84256164
22.65147902,14.88617388
6.95785013,21.52229769
24.44846249,34.63128766
26.55177781,29.48996543
24.95293583,28.35118244
19.84226818,16.76927734
24.84565332,30.35560686
22.49931832,27.62311497
14.84019733,26.24344532
14.46143115,21.29448299
32.32666869,19.75695702
22.27943701,18.98670597
20.80678872,26.23625938
22.46842115,25.95900284
18.54426994,32.80944628
17.31977305,19.9454774
18.49896648,25.6858102
22.00168744,23.28500397
25.23146036,25.31923898
25.63599861,28.07298094
21.83593106,30.81583024
13.65067499,24.08646361
7.163903164,24.17716463
21.05823594,25.23119736
24.8949158,27.64505959
26.73451566,31.61204968
31.32618577,33.63872064
22.59893955,18.01665576
14.11787875,31.62026102
33.64015936,31.08292413
21.8397896,26.74164817
17.03386061,35.4420918
19.96474008,28.63037649
16.33966819,23.75439115
20.82622339,24.41370615
21.77544153,26.70669495
29.8027291,31.07945784
26.61372632,25.31714525
21.58841715,11.24786606
20.15599735,22.78754769
27.1821808,20.51413398
18.77163693,33.47098177
24.29269519,31.7794767
14.52733364,23.45064246
24.49318733,27.51741883
15.74400436,29.27294892
21.4469786,28.01090921
17.08143299,25.97349665
25.34775153,17.25716096
16.32180618,34.13197313
17.4920997,23.03854824
20.65319759,17.99546559
28.89972329,24.24632441
25.95009382,26.69051921
13.20093531,27.80288609
26.55615722,34.29241403
21.33288867,25.83587604
26.90607035,31.53200479
24.54703687,32.88704442
13.32438882,26.63761739
13.66600363,20.26898066
18.19081998,35.7434645
12.25920178,18.47848852
21.33527098,25.60933486
18.01089286,20.22345209
19.06982133,25.30593022
21.75705052,21.64203004
16.4339344,29.64307032
7.950339979,24.08717817
20.27611475,19.90756628
25.68699029,22.74537133
20.41744415,24.60286705
24.46531136,16.88683477
28.13654691,28.84976493
9.296962644,25.07547535
19.41187357,24.29672306
33.03193862,15.73345205
17.61132977,20.95557835
21.87369111,17.39110647
24.067454,28.27916449
26.43743043,27.41269864
24.38615563,25.37110504
24.23502443,21.85782996
25.64975522,21.52280003
15.69714003,27.87274512
18.13676935,28.86600468
30.62610993,31.15912633
11.90170289,37.94570809
31.00610472,26.76424897
20.27354463,29.50931497
27.39419709,20.37492376
25.09316807,30.78257052
17.720465,29.33643736
14.47630075,33.66121605
27.94322919,27.58969386
24.61980977,29.82894918
28.55314564,14.55193686
27.60672075,31.83652207
18.26735019,20.45986825
10.40064183,27.55267489
14.24860824,26.08008527
8.710853591,25.28502376
19.25607065,24.63261865
23.48638181,29.74867072
16.42255563,28.19001495
18.16120894,26.76517429
18.32878767,24.94940732
29.8667258,26.99384552
16.47686721,28.52161788
36.20595963,19.60636183
18.36741993,27.12938212
29.33151347,29.35425015
25.11110364,20.5036147
10.15843745,29.0022264
19.19903171,20.30312688
11.51925447,32.94555804
26.90442307,26.93026554
18.91651584,21.17990072
23.4556284,30.56871869
13.71779901,31.33318408
16.80816515,20.55598351
17.02832029,20.10057201
21.96630078,23.55761181
20.62850827,37.26689739
23.51358854,17.41508249
31.1392165,34.84078036
29.04836647,33.18694258
24.87136531,32.00188019
20.65211146,27.97523688
14.64814261,24.81720885
23.2814799,23.56728161
22.2085057,28.63931204
32.40868294,26.04160521
27.3705716,18.3731143
24.35886161,27.81030777
22.15251785,19.46751328
21.05035661,33.36522453
17.94287869,18.81331065
21.7005571,35.11343362
13.67626394,37.02820987
24.85544237,21.59364914
14.5674158,23.49400945
22.21059455,21.35483426
28.68731665,18.25682882
24.12338582,35.00107697
13.70973904,21.86283947
18.22430317,34.66636353
28.14952544,26.54297978
19.99677119,34.56321572
25.50165148,28.37232461
22.14854178,31.12231132
20.28057235,25.67575763
16.6371069,25.66545125
20.33374212,30.62813634
24.01832855,25.26256981
17.5904291,29.56451775
15.38222393,24.14652777
24.26071353,36.5594161
21.66739169,22.04245192
22.4123808,32.23142607
27.01154278,32.03999395
24.86315886,28.51640688
20.80073657,17.20127423
22.05397739,33.97229774
22.03608095,32.98464011
17.0699306,21.72567439
23.60498887,28.12813342
24.81588964,26.92078501
26.18210193,28.51554156
11.58967433,41.03433989
15.22116688,30.07659315
21.81816503,23.14952452
14.96414393,28.4596364
23.25085117,21.9610526
13.52773117,31.07955232
19.91117173,25.34627461
13.65056616,27.24201248
15.85712486,26.57930143
18.6033481,36.71115546
34.89863899,16.3115794
25.78741127,20.8653648
30.84576717,17.60334457
24.61222613,28.06555059
19.6139461,27.50209455
20.360476,19.43050802
17.08426566,22.77527639
11.80391115,25.15088054
29.20757843,22.11660913
20.63919743,27.45350319
24.75425679,23.37841312
22.88427755,30.58854788
22.13877743,33.55895163
22.67372858,33.66464736
16.00920106,15.07572497
12.94994777,29.38905562
17.68393433,30.60408271
22.99784786,24.96771812
22.6320835,28.89868565
13.79300236,24.67492873
17.63831298,30.4056655
22.88373418,31.79048226
23.89083625,23.88306625
17.5934236,27.05143488
22.78680413,26.04375853
24.50920143,28.75709129
17.4831489,20.07466474
22.63309833,11.43450358
25.7280894,24.74373594
18.75945067,22.34643103
16.5096784,27.69930166
16.2350737,25.01755204
26.07542541,24.64517061
15.99274958,27.38420798
14.76932016,28.50736881
28.92751736,30.89471132
35.40247134,27.30986083
21.57220625,25.40930568
22.79206461,30.01451977
28.04674458,30.03519552
23.79398066,26.16062969
12.94017839,28.33683782
19.13069346,24.16008007
24.52431587,20.27312816
24.53404437,28.97744687
24.24176761,23.82670829
24.13563268,32.44448466
32.74547565,29.91440335
18.91423137,35.33379741
21.28986775,34.89488607
22.90722775,20.85982642
12.35220874,24.7077273
30.85114866,20.30772472
16.02600533,26.86395775
22.21320921,33.65513805
19.39714428,18.17166012
29.81319068,29.57241668
23.19578646,26.98379678
20.80926033,33.56944407
12.41536099,29.4554044
17.02103452,29.70563489
19.8693217,24.52247157
24.27383274,21.66456885
27.65327794,22.54252588
18.31854589,32.19311445
22.08635623,25.2032787
23.13130133,36.593426
27.09956702,16.5041355
26.06269535,28.23570209
26.55200023,32.49664526
27.70689904,29.52017958
34.46978949,20.32529573
32.31287941,20.5558214
11.32756412,20.02003487
24.72279384,36.05024228
19.67191907,22.48881152
24.83458639,18.74371085
21.92662939,26.36911125
27.06182094,23.13088036
28.08983608,37.06356115
22.98372635,29.97361527
16.42524598,29.85090811
13.8966362,26.78759055
13.49662968,36.75957906
13.75699414,22.3440741
24.90161247,24.00109902
14.28523455,33.46052404
18.56962572,34.48527642
33.11656276,26.71661236
22.44070425,20.52939603
20.85906613,19.74960549
19.99601338,20.16024403
20.95579665,37.15318834
26.6457275,25.30354995
24.54954729,33.22410005
23.47153002,36.41521429
26.88374988,33.92356537
4.173732397,33.00964227
24.60199017,34.78358182
22.53505574,22.52173584
22.70839549,29.26050098
19.24057113,30.88704212
29.26289295,21.54459287
19.52931774,30.82757044
22.62003511,36.72863296
30.47283419,32.27007894
22.85007428,23.85714318
16.66030853,29.6479489
19.58201066,30.71696161
23.04597127,27.80535227
21.86509541,30.07278254
21.23611451,24.75874031
22.18908057,19.18201899
21.33626506,24.83813318
33.78181868,17.86306438
20.26796889,26.55814925
28.2989227,22.34405193
26.37636696,27.08841049
22.67144446,30.26546924
17.3431249,23.1405158
13.85769407,24.18256473
19.69631126,30.01139958
24.69445531,32.54876147
22.06591024,19.76532958
24.63723222,29.52085165
16.67200163,30.85906672
18.82650623,13.16059739
27.01576006,18.90868256
19.21573674,38.54737936
33.28782834,24.36751963
22.44524075,22.18115616
23.04780383,32.83204763
27.23712579,24.99107555
20.35408941,24.12262039
12.95728666,30.40801024
13.83432583,30.88647873
24.8402602,25.48378328
12.2455068,36.78087148
20.56816871,26.42054959
16.99744831,20.03807472
21.30426692,29.62071147
25.59048097,17.11185256
20.2931093,34.08742941
18.91652867,29.96604159
24.49845624,31.88389297
16.42376433,19.82068161
21.56897268,20.57260469
24.50943129,27.72352121
22.51925916,19.21430063
20.70808693,28.42731847
19.44437064,28.3124722
23.74125911,15.38065962
16.51144951,19.43722076
13.57985809,19.80342881
16.14187187,23.30254474
28.46800815,35.00573266
17.58736096,29.83372357
15.84984178,24.36402289
15.17204671,26.67685718
27.52823725,39.30380463
23.0981576,33.64296041
22.69426809,26.23411609
22.38136254,23.45498333
22.60924493,24.39967075
29.32547332,19.79357159
17.88203409,25.92157537
21.74121905,30.45856368
18.84778456,36.21784507
25.01461097,27.69876228
23.80492863,20.46157055
19.88008407,26.08643153
24.37347525,28.90726886
26.8259473,22.31058358
30.2107599,22.86136233
23.73952178,32.32773236
29.07418942,23.87914153
24.37650663,30.34982775
23.99929935,30.24489219
24.69810095,22.14033735
15.79788312,24.30362274
20.13464417,29.41773082
21.91375333,32.15373111
22.90946346,19.77288278
23.7931902,25.25407357
22.59450607,29.83443782
30.67721878,42.73944198
16.06048506,33.91314897
27.27799252,34.63530131
21.44577432,28.74514477
24.17295719,32.57820643
20.22051616,25.66385954
30.75843341,28.19925115
21.47937482,23.95999502
20.8261832,21.72229274
17.901045,31.9595721
23.36792286,24.01866254
22.91864673,30.05289045
26.68422271,26.60008842
18.78123645,19.51463667
19.77449597,33.07440723
24.33774626,28.90468496
15.87064496,37.38587041
20.70421825,24.06350157
25.52147712,26.49485154
30.30182691,24.00235453
20.96049096,23.7895283
19.37578902,22.91636332
16.61166871,20.65204582
14.59610983,21.69209934
32.58173024,36.81104049
19.52007845,34.87258616
8.875101716,21.54240124
17.89098731,35.34072785
20.58813132,33.3702044
22.09278461,34.65787245
21.12953729,33.24569629
25.95963351,34.05414858
21.29069642,28.62148027
26.4897442,26.59820075
20.81710934,29.6660344
12.55647409,22.58048182
22.08506308,30.26350237
12.36502182,25.09381647
27.19303872,25.53647912
26.33069395,28.99144211
20.13651395,24.05155859
22.99158874,20.78572424
25.26405153,24.74558084
30.2698175,28.55289145
22.12197876,28.00603849
26.76949324,28.55921743
27.09964071,21.11421508
31.13903747,37.17846279
21.00462696,12.55448903
25.95806555,23.3257288
25.56504511,24.94106258
17.16802758,22.80415923
26.30529322,32.2971148
16.31672583,25.76057124
16.98589395,29.65259955
23.56523366,36.03218359
22.25226902,35.43809582
11.38947632,24.33249783
17.28278867,31.47717242
19.89955433,37.82118792
16.83048771,13.02286913
19.03282555,24.38541772
23.97478414,18.51256342
22.79904353,35.00950613
17.08449989,33.31465276
24.09089549,31.47356171
10.88196188,25.77624493
22.47292579,23.66371955
28.83911803,37.58128076
17.70266926,32.5749531
28.33295456,42.49881079
16.70803689,33.47055169
4.322983557,21.19079606
10.09717074,26.64984068
24.65355411,23.29658185
21.85138953,27.9276255
22.21943538,22.12237189
17.57075657,29.37333911
34.43106811,22.70452298
20.71489625,27.71546084
29.64009387,32.91166912
19.71039772,29.01210922
23.29720285,26.72485817
24.28407437,36.79402647
16.58466064,29.13235425
22.08598237,17.32767769
30.44011017,26.92649353
19.43252643,32.32205838
21.13933727,39.64536201
6.353840962,27.56728407
24.36282568,28.05892333
26.32609121,29.47654236
9.902072381,25.26507669
24.65564363,24.24413714
20.16817305,35.41208906
21.08582234,34.79515016
24.47636018,32.1226863
26.46567314,28.68921876
15.16620769,28.70550205
23.17905074,31.43174462
21.60186258,24.69993076
20.54201553,23.91913347
28.72167486,30.64640149
56.20750105,37.66413795
47.42852485,35.67221011
42.25126691,51.49190209
48.62424063,38.17559519
45.53339395,33.93354232
40.46526159,41.97999185
47.93092741,41.6381278
52.57642474,40.39816318
48.241355,52.99420921
46.62759184,49.20381533
47.85708947,41.28207538
43.57611723,42.90618562
49.09862601,45.6135507
46.81519071,41.20023696
46.14966988,41.32699675
46.2734383,39.17896617
57.28672001,46.05200276
42.73034689,40.21757459
50.53370884,29.39669702
52.89804996,31.84872579
37.63820529,41.65069647
45.15838693,49.07432021
57.44262349,50.76151411
44.17609561,35.27193599
46.69245777,38.31622573
54.62127804,35.57973196
55.25511125,33.12575169
44.82932535,44.63299355
54.81265246,35.43157605
53.58599866,30.0620233
53.84505466,38.449008
51.56807419,34.31641643
50.96099944,46.25089374
60.03551504,33.19029987
57.1831795,36.15406729
45.35629058,27.26058505
44.05427417,37.20464035
60.9314994,51.23327464
41.61127077,40.85304644
58.80894956,41.77179213
50.0877352,26.61791467
40.8930033,34.4697948
51.09656617,34.08145542
42.9002683,42.5783414
45.438819,38.13663658
49.17299468,32.54995433
55.68679015,34.6210314
46.79340178,45.30065662
37.71750233,31.46963858
47.67931485,46.28519241
52.90847331,39.12046861
54.25328814,39.64480384
48.26335434,43.01267212
58.79780397,33.06938636
46.94226043,51.27266788
41.44468426,35.22347537
42.30569869,38.27085275
44.42859214,34.09560676
48.1378768,46.4650975
46.43862099,45.93790833
44.73807489,42.93563052
56.38785256,34.95966653
49.57290899,47.37032634
51.57127485,38.62051818
47.70588694,44.40517385
46.15814483,39.15327783
37.60353486,42.02139521
45.68912231,37.15890594
51.17441558,44.83022756
52.93319655,38.99757204
43.41172311,43.65441016
43.96991066,49.31549464
51.342642,39.98203525
41.3558924,48.25849958
52.087404,40.5250081
48.70007155,43.58140072
39.29937923,39.27216848
51.08073401,50.31045272
50.78785815,38.07199374
42.71334048,36.67550173
42.99721534,41.1989384
52.35568219,44.45343829
43.73578551,37.31974393
48.24088509,26.93672692
42.64645437,43.4508816
44.46026051,31.74986999
50.2095729,32.39195457
50.54531308,39.59763169
38.89922705,50.13296018
47.98422805,46.78693725
45.09594202,40.0220657
50.75528042,34.01102875
57.86732243,43.24402529
50.79169177,38.73214158
47.31202594,37.82116269
54.48991332,34.31141558
54.35501506,45.37185652
41.73141072,43.07695498
48.8857655,43.53434266
51.32025796,37.75831985
43.70060626,34.55995064
36.90738794,33.74877665
56.37316394,36.51833192
56.1849137,39.37577391
49.95497427,42.65694253
41.84755768,38.55373382
46.50377907,36.20314924
56.72860887,47.16515394
45.30384058,46.33050479
42.323626,39.51035851
47.58450059,38.88345383
50.99433824,39.41422447
54.20964357,43.78342073
40.48837041,33.89796307
47.93560879,27.05393524
49.88884859,39.74325741
50.63784572,32.44030313
51.12811066,39.17524368
55.06462956,37.87507131
41.25041299,41.52732491
47.23445508,47.62174446
39.44400714,36.9530769
45.50748679,37.74040861
50.54290513,48.7565108
54.10144715,34.72527513
48.9916753,36.57814941
50.30327916,39.63314185
47.25023569,33.56589882
48.93875597,42.00793127
43.4332544,38.57658378
51.94439252,34.07233292
50.18535144,47.95141382
48.58650176,35.53345477
38.8345743,37.45231968
59.98267071,28.8104982
44.86180476,40.04135987
50.08627549,42.76731524
53.33386495,47.09312502
56.97780225,40.32853527
46.1955379,37.34370921
45.55841757,50.21986013
54.49314856,45.29988247
47.17458483,36.24100989
50.26093469,31.63232047
53.38434463,51.20923152
47.26226406,39.56621603
49.67166546,48.8577692
45.68797828,45.52542019
38.44722146,38.63006226
49.63533801,40.49207954
40.54642494,40.91704477
53.75764151,46.44485996
35.73923193,43.45963235
55.92912383,46.48483555
42.22532772,40.78389955
36.87143987,36.93741415
47.89384942,38.44696941
38.27739374,44.01609372
48.0500387,45.21433687
42.2613855,39.22387742
45.25139676,33.3939958
42.13389499,38.50585119
48.9420941,40.45537462
57.30572608,36.28390008
51.04471397,43.76300595
58.19885702,45.82825024
55.00952022,38.89680674
