,x,y,distance_from_1,distance_from_2,distance_from_3,closest,color
16,59.521081077193735,66.2355487607618,5.641229792053311,38.22938711755948,40.15417333507403,1,[0.5 0.  1.  1. ]
17,60.47709701263888,53.85215454499422,6.895255850461756,28.829640164597333,28.923356654531993,1,[0.5 0.  1.  1. ]
18,64.83172158132797,54.6115292063563,8.292502696721328,32.50218922688217,31.70011681854399,1,[0.5 0.  1.  1. ]
19,58.186184180766766,61.420250141343296,1.2257430739400486,33.412079006447875,35.158677564352644,1,[0.5 0.  1.  1. ]
20,51.512628476211304,55.573502315757366,9.111319045034579,25.048447033111934,28.014044077093534,1,[0.5 0.  1.  1. ]
21,55.96899695866021,58.842831172652,3.5999986181040176,30.055752259000208,32.07612423908716,1,[0.5 0.  1.  1. ]
22,54.79653284408659,58.35678199649585,4.862464801959833,29.044769529560163,31.328370439122875,1,[0.5 0.  1.  1. ]
23,62.16562559559864,52.78157719002649,8.404891791876699,29.295317077514916,28.759341283827606,1,[0.5 0.  1.  1. ]
24,61.372294972622996,62.325838860725845,2.843092480585015,35.937296200927506,37.05841286723301,1,[0.5 0.  1.  1. ]
25,67.54041559403906,57.8627051794999,8.870822056767555,36.69050301092821,35.89904302242885,1,[0.5 0.  1.  1. ]
26,60.72221413536036,65.13696603404165,4.807294484229373,37.90836347702697,39.47607507137082,1,[0.5 0.  1.  1. ]
27,65.29067077038835,63.469141265361685,6.8140775790886,39.226822504570755,39.676789654035765,1,[0.5 0.  1.  1. ]
28,65.58098435377443,48.79189732870895,13.475511339492913,29.610349690388862,27.430717918957992,1,[0.5 0.  1.  1. ]
29,60.735094710492895,60.15486466612128,1.6917504244487844,33.80864202192471,34.80465948777181,1,[0.5 0.  1.  1. ]
30,53.157347770119976,52.793602020637564,9.822032866371691,23.43341554031506,25.544121955051487,1,[0.5 0.  1.  1. ]
31,52.283988289016,61.54119802529671,6.884940883239103,30.80668920736349,34.03138390407137,1,[0.5 0.  1.  1. ]
32,66.72248330476081,56.54378930642591,8.634106533336066,35.19909514442923,34.34750441335113,1,[0.5 0.  1.  1. ]
33,55.05330414652259,70.36518032919119,10.563703119212352,40.02677770496938,43.16720494042366,1,[0.5 0.  1.  1. ]
34,63.12433859240774,55.82431259038155,6.248958012267412,32.09099672282447,31.885001859530508,1,[0.5 0.  1.  1. ]
35,60.578212195572604,53.14081870663316,7.612608800201175,28.39304608990822,28.32900999820998,1,[0.5 0.  1.  1. ]
36,51.69079298146464,55.390261467561665,9.06760743315242,24.963578534657277,27.855759824569883,1,[0.5 0.  1.  1. ]
37,59.70168162680249,57.392699773708976,3.2716953984827275,30.98901311981626,31.85606085641394,1,[0.5 0.  1.  1. ]
38,55.9915695915716,77.01106738864378,16.694434569286084,46.58376014100369,49.87713047119163,1,[0.5 0.  1.  1. ]
39,61.12645362209597,65.99398266983619,5.7510818262728005,38.84899482842669,40.41795683119567,1,[0.5 0.  1.  1. ]
40,58.42799743494869,63.577735160428524,3.044464342689273,35.38227508046952,37.295069825824186,1,[0.5 0.  1.  1. ]
41,53.225178436431044,58.37638277503751,6.290229074932806,28.32073140064521,31.041547362278543,1,[0.5 0.  1.  1. ]
42,57.76561035195345,54.10022265044128,6.645909633778574,27.210604562128037,28.087392859460397,1,[0.5 0.  1.  1. ]
43,53.088194049489765,56.77747421618271,7.134063070783788,26.837901731313526,29.442994732763932,1,[0.5 0.  1.  1. ]
44,53.985591310338165,67.66576202284709,8.718000356265787,37.12389530886396,40.33328996541368,1,[0.5 0.  1.  1. ]
45,65.9157670700368,65.9155641376133,8.63313368307701,41.530694577944395,42.15326969175441,1,[0.5 0.  1.  1. ]
46,68.93309134283666,61.27456213875566,9.849943611361525,40.05268488547422,39.52392784025626,1,[0.5 0.  1.  1. ]
47,52.390029595903705,62.863434621879,7.083692537921564,32.071238619488,35.35639211094402,1,[0.5 0.  1.  1. ]
48,63.104211496013065,64.05682425775791,5.279379802365739,38.354695676378476,39.311905141056144,1,[0.5 0.  1.  1. ]
49,54.69020217302004,69.9449085865876,10.326816701347914,39.50358051720213,42.69380270828998,1,[0.5 0.  1.  1. ]
50,57.23406825356825,67.2865920441946,6.9342913305459195,38.08420551297708,40.57741390913832,1,[0.5 0.  1.  1. ]
51,71.77099900948822,60.05533538024217,12.677506538452725,41.31004560349485,40.1147859636114,1,[0.5 0.  1.  1. ]
52,48.659570118147215,65.37943171801778,11.483501408403395,33.31344694697294,37.59780736198929,1,[0.5 0.  1.  1. ]
53,48.58197436865599,59.65702415104755,10.566669947151603,27.77904574810399,31.874981695686696,1,[0.5 0.  1.  1. ]
54,62.33901231609596,68.74911955120405,8.758195954271185,41.82952964881261,43.4186618007547,1,[0.5 0.  1.  1. ]
55,60.530952415761654,64.47756762980137,4.122190718196788,37.24920456857775,38.79028690132492,1,[0.5 0.  1.  1. ]
56,62.83361311233172,61.7970590194135,3.912534613589587,36.38741715676241,37.127911196818346,1,[0.5 0.  1.  1. ]
57,66.08844767102806,62.98466292738941,7.375681238112812,39.36702576064006,39.600938402582166,1,[0.5 0.  1.  1. ]
58,58.91331563502011,61.78885802793402,1.1947959902191343,34.11261669150104,35.728081049678224,1,[0.5 0.  1.  1. ]
59,62.94743110173171,61.42550568206999,3.9274902747548714,36.16556895672436,36.834112243182716,1,[0.5 0.  1.  1. ]
60,36.1750833324823,23.510066065244192,43.61407617267709,10.498748112908409,12.516075487295884,2,[0.50392157 0.99998103 0.70492555 1.        ]
61,41.70369272646199,27.894683513120942,37.05529981784302,5.333720021909998,6.2343765996173515,2,[0.50392157 0.99998103 0.70492555 1.        ]
62,36.55579441814853,28.46280118337062,39.26720815781412,6.063597294445723,11.401325183419539,2,[0.50392157 0.99998103 0.70492555 1.        ]
63,41.82550985426467,29.829525587378004,35.29897235277331,3.523739067215869,6.443435561062302,2,[0.50392157 0.99998103 0.70492555 1.        ]
64,42.020796406009474,28.604924689191197,36.27937151063285,4.738775360071321,5.972426094460105,2,[0.50392157 0.99998103 0.70492555 1.        ]
65,41.622319420522864,23.250150764598455,41.2479941016696,9.902005140267716,7.776534813784699,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
66,37.65482913380779,37.62575795259495,31.4387507582739,5.3467006320879555,14.230137610628118,2,[0.50392157 0.99998103 0.70492555 1.        ]
67,52.73395679049407,28.882265188626953,32.360844900982116,12.955636626886077,4.919896402633439,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
68,43.14370716249665,32.72487252686213,32.13009079224523,2.6887983784590084,6.880725212006759,2,[0.50392157 0.99998103 0.70492555 1.        ]
69,41.44308779062028,20.949877810807884,43.4149923016838,12.174293886589728,9.43083758278623,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
70,51.7207175216469,29.97925491472146,31.508048945392108,11.662841491321712,4.371999884384356,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
71,47.42916457778308,26.496253365807966,36.05638073955563,9.57733431163963,1.3885731004143596,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
72,41.80411543841649,35.171406135918886,30.764356223328246,2.470691631229665,9.597950401951516,2,[0.50392157 0.99998103 0.70492555 1.        ]
73,52.19607823529584,27.88152396851815,33.44953240702507,12.820681140878653,4.259926501921582,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
74,42.566679336396,41.80972533160246,25.039432554720637,8.970027366268729,15.014495051308135,2,[0.50392157 0.99998103 0.70492555 1.        ]
75,44.29828048905985,16.41592556222397,46.608384282557765,17.101897836374942,11.94062055827896,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
76,42.107856046863816,24.85998116847987,39.58486927718353,8.385644139435312,6.523607887983364,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
77,49.24815582944506,34.41528275015982,27.987744047285638,8.869078303958245,6.755152141822908,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
78,50.70859821864147,29.635030770079123,32.09261997190709,10.795747786262842,3.3302058903758605,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
79,45.62128897302471,37.002763529597246,27.1866078107135,6.463881708707029,9.500775709962866,2,[0.50392157 0.99998103 0.70492555 1.        ]
80,45.80255021975713,43.654958217772894,21.55070210391614,11.833896353185743,16.009341480884846,2,[0.50392157 0.99998103 0.70492555 1.        ]
81,42.80468235272986,16.40980563417388,47.109932087049174,16.83750788891845,12.482730358808634,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
82,47.658324872247086,23.265131333547373,39.059604715991334,12.165014079546253,4.532020051093191,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
83,56.884435039888764,35.069172114290424,25.636869661991934,16.524610203281174,11.53520087813217,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
84,48.56009250523882,33.66927131905454,28.930804917753136,8.101853415895587,5.913606562661745,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
85,38.760279758222545,25.558006097420897,40.52838110792935,7.721722019619068,9.44407945667141,2,[0.50392157 0.99998103 0.70492555 1.        ]
86,49.554073705480846,28.019225283748387,33.96125764062129,10.393457128241852,1.6332771552462146,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
87,36.755546530978485,35.74025886904663,33.4366816128999,4.572896617277802,13.720716083031482,2,[0.50392157 0.99998103 0.70492555 1.        ]
88,56.773427873148094,30.042974258615416,30.65550661260921,16.575871264410356,9.119313702040406,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
89,45.45736425150538,36.13516294961849,28.022754199622543,5.8377320977129745,8.707187401822273,2,[0.50392157 0.99998103 0.70492555 1.        ]
90,55.93314710160011,17.017325121715615,43.70760088330804,22.294023544033962,13.414742757697852,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
91,49.05707254393968,40.367796660126665,22.598792125899713,11.251841573820261,12.628984769787394,2,[0.50392157 0.99998103 0.70492555 1.        ]
92,39.69970124420941,22.64196885171497,42.63957670726512,10.47304437372142,9.713046933283325,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
93,40.88467844432167,25.95190353934493,39.15560229292398,7.145566007772896,7.28772311005466,2,[0.50392157 0.99998103 0.70492555 1.        ]
94,50.086969567265655,31.967527070976995,30.02842910350615,9.672584006000298,4.699508250494159,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
95,51.60127753490184,20.56273400780267,40.743952749876904,16.749040019075817,8.101749681498164,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
96,41.865512266037086,33.48746142747496,32.13773005871974,1.4432206441952313,8.327208383795194,2,[0.50392157 0.99998103 0.70492555 1.        ]
97,45.32099910849232,30.24865370594849,33.34374136367412,5.611835227066657,3.591151014061903,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
98,49.66890578419329,32.49922726759315,29.652095087345675,9.208352490640776,5.018890322100292,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
99,56.498862603212686,29.01497108053404,31.70202193579318,16.528776696610386,8.649087716548863,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
100,49.77569108001321,34.365005809396706,27.853693947292857,9.38400238596989,6.828597664816511,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
101,48.925871939516824,30.22693945231184,32.04271549326469,8.917352014770424,2.631199070365908,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
102,42.87930989182432,35.536702871635775,29.865450548179034,3.4302127879147424,9.252867017208553,2,[0.50392157 0.99998103 0.70492555 1.        ]
103,38.05312521661613,34.634969628295934,33.43487430761172,2.8784693865432343,12.0236233734247,2,[0.50392157 0.99998103 0.70492555 1.        ]
104,37.67932827764747,28.79414507884363,38.357677980073404,5.124384357303425,10.307008688939197,2,[0.50392157 0.99998103 0.70492555 1.        ]
105,50.39081607881234,30.20386632480809,31.63002915044295,10.322078710254036,3.4429751689337365,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
106,46.96213046622857,30.861858715188518,32.130898981117696,6.853770560261029,3.224256190063293,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
107,37.384592181310694,27.473753737744687,39.620572542192335,6.408888471143671,10.557268719676497,2,[0.50392157 0.99998103 0.70492555 1.        ]
108,39.107454907432455,23.73610486935173,41.94739520936659,9.449954637215209,9.715257801646816,2,[0.50392157 0.99998103 0.70492555 1.        ]
109,52.24783858271714,29.397727479528413,31.95641602200292,12.332979493236815,4.601228162212405,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
110,43.12486520419917,19.002224358059905,44.57085756189129,14.330066112285206,10.017885215822826,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
111,46.66039477628625,28.194895956028162,34.72173805728598,7.882186836832741,1.3398693181655728,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
112,51.94291400619416,25.510723642311937,35.82231359192359,13.740431205478433,4.608099175928798,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
113,51.60183952546217,29.52290867461694,31.9795474828902,11.679340675863457,4.054353061188167,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
114,41.506756197380184,31.233865390682162,34.24406432096004,2.1180157767058203,7.29522210680579,2,[0.50392157 0.99998103 0.70492555 1.        ]
115,41.71789515274746,25.02710670098564,39.60365435844963,8.15348467249484,6.804776553466913,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
116,30.259480537507912,25.599455725015833,45.36311792768073,12.668533005457606,17.81271364305396,2,[0.50392157 0.99998103 0.70492555 1.        ]
117,43.9984848086524,41.54431019446278,24.32513467932726,9.161255757246215,14.308519585243227,2,[0.50392157 0.99998103 0.70492555 1.        ]
118,44.551302721859344,33.264018040462446,30.977588985934513,4.075929036238289,6.43775236339273,2,[0.50392157 0.99998103 0.70492555 1.        ]
119,37.35437979738717,32.49120487051964,35.54943904903497,3.1809808882998287,11.580595267957861,2,[0.50392157 0.99998103 0.70492555 1.        ]
120,37.00121360208466,34.510403503599164,34.201969274018346,3.7584413313216394,12.836594894061788,2,[0.50392157 0.99998103 0.70492555 1.        ]
121,49.50944695029336,31.943200004253786,30.229971561874944,9.1022023882737,4.442190672550144,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
122,46.79126625140002,28.135464202707542,34.73060947071774,8.021768193571548,1.1972574754096754,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
123,44.88833534908414,38.20434730096079,26.535413421594342,6.755575278819029,10.852828538193188,2,[0.50392157 0.99998103 0.70492555 1.        ]
124,39.33039843155126,35.779095619513164,31.742953815655788,2.9279474987274057,11.744148647523605,2,[0.50392157 0.99998103 0.70492555 1.        ]
125,42.10954404594591,25.991750584353802,38.56507043698565,7.279121471944676,6.098337599590031,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
126,41.97333323300815,31.977597206465738,33.36628432699886,1.8602976146431565,7.288023900652201,2,[0.50392157 0.99998103 0.70492555 1.        ]
127,43.65966485814911,32.58900119221328,31.995836429404246,3.218992366945513,6.429712543186361,2,[0.50392157 0.99998103 0.70492555 1.        ]
128,41.823723699530554,35.69928294399459,30.31814046735806,2.9388823531693955,9.997681456152538,2,[0.50392157 0.99998103 0.70492555 1.        ]
129,44.74120668929226,30.35888391174485,33.48797449641271,5.059751901983322,4.10130409601718,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
130,47.25973131818245,39.85741650167547,23.895181982778922,9.582659172909565,12.087848913231374,2,[0.50392157 0.99998103 0.70492555 1.        ]
131,52.429809135793946,19.056736497166312,42.08574691211764,18.429178095427986,9.819810211138556,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
132,39.59751277005576,30.850938258036393,35.58295044163897,2.4026664976049665,8.884140199143172,2,[0.50392157 0.99998103 0.70492555 1.        ]
133,41.97107251337091,33.77003579227492,31.842689603349612,1.6411735611940972,8.448210706637148,2,[0.50392157 0.99998103 0.70492555 1.        ]
134,51.87479086774816,33.107170289470716,28.437134381876774,11.395545783481396,6.617586383972977,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
135,39.212166386427995,29.836022572534606,36.64375534891271,3.4882127216633134,8.9620144069017,2,[0.50392157 0.99998103 0.70492555 1.        ]
136,49.8295990753607,23.435272268633298,38.31420133930964,13.437429559917216,4.746836972588067,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
137,43.85573039103558,30.010028032931316,34.18910938315445,4.567480010454002,4.646828487623861,2,[0.50392157 0.99998103 0.70492555 1.        ]
138,52.0729921175202,23.388495608535607,37.879695156892836,15.114738403339738,6.03868102476282,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
139,43.46350441564854,28.4075918567955,35.80010464635084,5.549126871250003,4.516286425981865,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
140,57.142377150543396,29.336768834403433,31.334433224979826,17.079688008549248,9.334497572849783,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
141,44.0588839274571,40.30007621805291,25.276124858598433,8.053393945265052,13.09881607020618,2,[0.50392157 0.99998103 0.70492555 1.        ]
142,49.79308873402056,34.28400251976714,27.924224184729354,9.390560317499823,6.755379757159904,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
143,36.93207446529022,23.02065566125569,43.64169579749148,10.672061622985959,11.993540048508525,2,[0.50392157 0.99998103 0.70492555 1.        ]
144,46.05897685966468,41.19534484739388,23.390801844009314,9.843541960967947,13.537700590671022,2,[0.50392157 0.99998103 0.70492555 1.        ]
145,49.73360347299316,28.758878983059,33.20098683396766,10.215987909416889,2.0417385138713167,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
146,43.42977078141319,33.91589383527866,30.956229644539018,3.0650084059485736,7.606626700136973,2,[0.50392157 0.99998103 0.70492555 1.        ]
147,45.41363103767811,37.54510405342471,26.822438819394996,6.650709792960241,10.077612865070064,2,[0.50392157 0.99998103 0.70492555 1.        ]
148,37.75297043342423,41.03162508520472,28.969537564746112,8.40037403352686,16.706180851883154,2,[0.50392157 0.99998103 0.70492555 1.        ]
149,44.53998762733636,22.376987345933195,40.91323963438439,11.453015002817185,6.389522343443158,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
150,48.27921955247219,38.335695435954975,24.765690386460246,9.402075406614959,10.552675407611655,2,[0.50392157 0.99998103 0.70492555 1.        ]
151,42.24282104605653,27.49349256701811,37.16225243785619,5.863942026943601,5.701985055321048,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
152,47.456375022454594,44.41581107535489,19.94855581581583,13.305848531816812,16.634195737140512,2,[0.50392157 0.99998103 0.70492555 1.        ]
153,47.999593166245816,21.23922856638559,40.90688149401766,14.032119240707384,6.5496340777414215,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
154,57.31510696956489,32.80474957660723,27.86247996654446,16.838190511819395,10.635218902165496,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
155,52.400747225181625,32.245815947433236,29.145526542543703,11.951049480761213,6.307982339076706,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
156,47.80063762284101,25.714949886337855,36.680265249384846,10.38914246989492,2.0781049552742235,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
157,48.3988451913449,29.439478303157177,32.957758635556964,8.718748634595036,1.7142525711471994,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
158,52.31006705792468,32.00576971977461,29.40001389778136,11.880012259431389,6.075119523237043,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
159,51.09063217169447,23.100650964241545,38.35575759676709,14.570775614837856,5.649857289890259,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
160,46.23828829589029,30.168927765706265,33.04852522295762,6.455650628777719,2.9244336411713205,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
161,55.386085761469324,27.180123356204277,33.6358055049777,16.034095238251044,7.473727671262907,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
162,52.00236750572091,31.89720914248436,29.578028358796715,11.58425753488416,5.779863145501729,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
163,37.24201811544291,35.288317448879994,33.45424100231664,3.9153731781375964,13.062636623862813,2,[0.50392157 0.99998103 0.70492555 1.        ]
164,36.90777576196686,31.02091059666318,36.98968723805284,4.125525516081279,11.493281026744299,2,[0.50392157 0.99998103 0.70492555 1.        ]
165,52.47151800266819,35.53462015201008,25.937768245404012,12.239692628880304,8.975617831814539,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
166,42.39356339796134,35.10834436870682,30.489485574561353,2.784704632838576,9.182085775401937,2,[0.50392157 0.99998103 0.70492555 1.        ]
167,48.62163568335018,31.551144813842544,30.891907087638675,8.28576243271694,3.824330591501316,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
168,44.12370018757115,26.08329976054429,37.63676260230137,7.894247999698055,4.177373858183254,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
169,42.07960552480913,36.30813374490507,29.67234725308483,3.5977072852149434,10.338958625114001,2,[0.50392157 0.99998103 0.70492555 1.        ]
170,40.11884015406026,30.951950473875932,35.21471490915385,2.16423199845433,8.434051674923497,2,[0.50392157 0.99998103 0.70492555 1.        ]
171,55.29933551258392,24.95071323721155,35.861493939633604,16.906115039332043,7.8901800748641175,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
172,52.1193861272479,27.895940652419938,33.45135961469904,12.744752598400286,4.183598181142038,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
173,33.534949068216235,26.969285701591858,42.255560345065106,9.254037970081061,14.425500844607871,2,[0.50392157 0.99998103 0.70492555 1.        ]
174,53.64680546361386,24.378006916931817,36.6405481192156,15.78646772878384,6.650705888999685,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
175,39.95162201660115,30.849060071816762,35.3916309896984,2.298287546288677,8.551932169156908,2,[0.50392157 0.99998103 0.70492555 1.        ]
176,33.863008203786805,22.809913488464836,45.45336619203733,12.221782674569118,14.928794092166864,2,[0.50392157 0.99998103 0.70492555 1.        ]
177,47.88655597678061,32.55774891069008,30.212180358374898,7.426100494971481,4.769452308791888,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
178,45.62251019202805,26.52160046115045,36.65772100750027,8.339291427126284,2.63871777728888,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
179,42.732087838628786,28.9622981704003,35.63210075610567,4.698914094678008,5.335774461634432,2,[0.50392157 0.99998103 0.70492555 1.        ]
180,50.33297398965057,33.51409152335179,28.48030787203543,9.863005698362182,6.2065729565110495,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
181,39.51826431480404,30.005755555385885,36.33541011654154,3.226635686453563,8.70596582186384,2,[0.50392157 0.99998103 0.70492555 1.        ]
182,45.609913969049906,29.495050546699353,33.91535912773257,6.262442591444128,2.885861227809705,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
183,49.00854818268054,39.120369252041186,23.743198837895203,10.448099184762446,11.382339136181587,2,[0.50392157 0.99998103 0.70492555 1.        ]
184,48.12581049062716,34.369169072978586,28.445006382893556,7.753469392927019,6.5833072967315935,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
185,46.06835289750681,27.800927932217586,35.30413215379127,7.692168963253939,1.8688541081199561,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
186,44.84492365640846,31.51108267306184,32.40514348657669,4.6410358561436835,4.839328494756562,2,[0.50392157 0.99998103 0.70492555 1.        ]
187,46.63205035017462,29.967436454695648,33.083748476816176,6.897967471396734,2.5398439734592935,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
188,44.22805802190254,30.396007907749862,33.67796361251897,4.61403181586928,4.5338990595400075,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
189,50.45028764469052,28.308693927635744,33.4404807865911,11.056381040182034,2.566381459223273,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
190,52.95706928667329,25.706725082198243,35.44034449721881,14.496506602308129,5.434471993120631,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
191,45.979957899790755,27.538511260644512,35.58064623464574,7.812285544964495,1.9731170597468226,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
192,45.04737998695249,28.791850961623613,34.785135221272384,6.269532967130868,3.058994331780598,3,[1.0000000e+00 1.2246468e-16 6.1232340e-17 1.0000000e+00]
